node	Country
n461461	Philippines
n461461	Poland
n461461	Russia
n461461	Serbia
n461461	South Africa
n461461	South Korea
n461461	Sri Lanka
n461461	Taiwan
n461461	Tanzania
n461461	Thailand
n461461	USA
n461461	Viet Nam
n461461	Zambia
n12581258	Nigeria
n13681368	Gambia
n13681368	Guinea
n13681368	Senegal
n11	China
n11	Thailand
n11	Viet Nam
n86	China
n182182	China
n225	China
n226226	India
n234	Sri Lanka
n267267	Nepal
JX944595	Nepal
n273	Brazil
n273	Cambodia
n273	Cameroon
n273	Canada
n273	Central African Republic
n273	China
n273	Croatia
n273	Cuba
n273	Ethiopia
n273	Greenland
n273	Hungary
n273	India
n273	Iran
n273	Israel
n273	Italy
n273	Mexico
n273	Namibia
n273	Nepal
n273	Nigeria
n273	Philippines
n273	Poland
n273	Russia
n273	Serbia
n273	South Africa
n273	South Korea
n273	Sri Lanka
n273	Taiwan
n273	Tanzania
n273	Thailand
n273	USA
n273	Zambia
n429429	China
n462	South Africa
n495	USA
n1259	Nigeria
n13651365	Cameroon
n13651365	Chad
n1369	Guinea
n1373	Gambia
n1373	Senegal
n2	China
n2	Thailand
n2	Viet Nam
n84	Myanmar
n8686	China
n8686	Taiwan
n173	China
n183	China
FJ719750	China
KT221093	China
KT221097	China
n227	India
KX434508	India
n234234	Sri Lanka
AB635373	Sri Lanka
n268	Nepal
JX944576	Nepal
n273273	India
n273273	Iran
n273273	Nepal
n350	Canada
n350	USA
n430	China
n459459	China
n462462	South Africa
n485485	South Africa
n495495	Mexico
n496496	USA
n12591259	Nigeria
n13231323	Nigeria
n1366	Cameroon
n1366	Chad
n1368	Chad
MK471247	Guinea
n13691369	Guinea
EU853595	Sierra Leone
EU853591	Gambia
EU853592	Senegal
n22	China
n22	Thailand
n22	Viet Nam
EU004769	China
n8484	Myanmar
KU055595	Myanmar
n85	Myanmar
EU086165	Myanmar
n87	Philippines
n135	Taiwan
n173173	China
EU086214	China
n183183	China
n220220	China
n227227	India
KF150735	India
n235	Sri Lanka
n266266	Sri Lanka
n268268	Nepal
n271	Nepal
n274	India
n336336	India
n336336	Iran
n336336	Nepal
n350350	USA
n407	Canada
n430430	China
AB571004	Mongolia
n460	China
JQ685983	Russia
n463	South Africa
n482482	South Africa
n486	South Africa
HQ266631	South Africa
FJ228543	Mexico
n496	Mexico
n497	USA
n1245	Egypt
n1260	Mauritania
n1320	Nigeria
n1324	Nigeria
n1362	Nigeria
n13661366	Cameroon
KT119767	Central African Republic
KT119779	Chad
FJ545683	Chad
n1370	Guinea
KU055539	Guinea
n3	China
n3	Viet Nam
n7676	Thailand
KX148247	Myanmar
EU086164	Myanmar
n8585	Myanmar
EU086129	Myanmar
KU055591	Myanmar
KU055597	Myanmar
n8787	Philippines
n132	Philippines
n135135	Taiwan
n166166	Taiwan
n174	China
n180180	China
n184	China
n207	China
n221	China
n222222	China
n228	India
MH258837	India
n235235	Sri Lanka
n253	Sri Lanka
n261	Sri Lanka
AB817142	Sri Lanka
n265265	Sri Lanka
KF831535	Sri Lanka
AY854596	Sri Lanka
KF831572	Sri Lanka
n269	Nepal
EU086156	Sri Lanka
n270	Nepal
n270270	Nepal
JX944569	Nepal
JX944597	Nepal
n274274	India
n317317	India
n337	Nepal
n348348	Iran
n351	USA
n406	USA
n407407	Canada
n428428	Canada
n431	China
n433	South Korea
n460460	China
DQ521239	India
n463463	South Africa
n468	South Africa
n483	South Africa
JQ692989	South Africa
n486486	South Africa
n493	South Africa
FJ228544	Mexico
FJ228545	Mexico
n497497	USA
n11101110	USA
n12451245	Egypt
n12571257	Egypt
n12601260	Mauritania
KU055502	Senegal
KU055542	Niger
KU055528	Senegal
KU055556	Mauritania
n13061306	Niger
n13201320	Benin
n13201320	Nigeria
n1323	Nigeria
n13241324	Nigeria
n13611361	Nigeria
n13621362	Nigeria
n13631363	Nigeria
n1367	Central African Republic
KT119774	Cameroon
n13701370	Guinea
EU853593	Guinea
n33	China
n33	Viet Nam
n6	China
n6	Laos
n6	Viet Nam
MW055234	Viet Nam
n7777	Thailand
n82	Thailand
KX148248	Myanmar
EU086166	Myanmar
n8888	Philippines
AB563825	Philippines
n129129	Philippines
LC018584	Philippines
n132132	Philippines
n136	Taiwan
KF544960	Taiwan
n167	Taiwan
n172	Taiwan
n174174	China
n180	China
KT894558	China
n181	China
n184184	China
n198	China
n207207	China
n220	China
n221221	China
GU186397	China
n223	Viet Nam
n224	China
n228228	India
n233	India
KF150723	India
n236	Sri Lanka
n250250	Sri Lanka
n253253	Sri Lanka
n255	Sri Lanka
n256	Sri Lanka
AB817081	Sri Lanka
n261261	Sri Lanka
n264264	Sri Lanka
AB817114	Sri Lanka
n266	Sri Lanka
AB817133	Sri Lanka
MN534894	Nepal
n269269	Nepal
JX944578	Nepal
JX944588	Nepal
KX148245	Nepal
KU888644	Nepal
JX987721	Nepal
KC792234	Nepal
JX987737	Nepal
n275	India
n308	India
n318	Afghanistan
n330330	Pakistan
n336	India
n337337	Nepal
KF831559	Nepal
AY854597	Nepal
n349	Iran
KP723593	Iran
n351351	USA
n399	Russia
n405405	USA
n406406	USA
JN258432	USA
n408	Canada
n416416	Canada
MK540896	Canada
n429	Canada
n431431	China
n432	China
n433433	South Korea
n457	South Korea
n461	China
KY997452	China
n464	South Africa
n467	South Africa
n468468	South Africa
HQ266632	South Africa
n483483	South Africa
FJ392385	South Africa
n487	Zimbabwe
n491491	South Africa
HQ266613	South Africa
n493493	South Africa
n498	USA
n11011101	Peru
n11111111	Brazil
n11111111	USA
n1153	USA
n1246	Egypt
n1257	Egypt
MT684779	Egypt
MT684781	Egypt
n1261	Mauritania
n1282	Mauritania
n1307	Niger
FJ545674	Niger
n1321	Benin
n13211321	Ghana
KF022176	Nigeria
EU888647	Nigeria
n1325	Cameroon
n1325	Nigeria
n1361	Nigeria
KR080522	Nigeria
EU888717	Nigeria
n1363	Nigeria
EU888696	Nigeria
n1364	Nigeria
n13641364	Nigeria
n13671367	Central African Republic
KT119755	Central African Republic
n1371	Guinea
FJ545660	Sierra Leone
n4	Malaysia
FJ594278	China
n66	China
n66	Laos
n66	Thailand
n66	Viet Nam
n6969	Laos
n74	Cambodia
n7575	China
n7575	Laos
n7575	Viet Nam
n78	Thailand
DQ275537	Thailand
n8282	Thailand
n83	China
n83	Thailand
n89	Philippines
n126126	Philippines
n130	Philippines
n131131	Philippines
n133	Philippines
n134134	Philippines
n136136	Taiwan
n164	Taiwan
n167167	Taiwan
n169	Taiwan
n172172	Taiwan
KP860230	Taiwan
n175	China
n178178	China
GQ472503	China
AB428334	China
n181181	China
EU159378	China
FJ866830	China
n185	Indonesia
GU815995	China
n198198	China
n206206	China
n208	China
n214214	China
n219219	China
KF663516	China
KY428871	China
KP319235	China
KT221117	China
n222	China
n223223	Viet Nam
AB614391	Viet Nam
n224224	China
EU004728	China
n229	India
n232232	India
n233233	India
AY987479	India
n236236	Sri Lanka
AB817121	Sri Lanka
n251	Sri Lanka
AB817143	Sri Lanka
n254	Sri Lanka
AB817094	Sri Lanka
AB817080	Sri Lanka
n255255	Sri Lanka
n256256	Sri Lanka
n259	Sri Lanka
LC110303	Sri Lanka
n262	Sri Lanka
n263263	Sri Lanka
AB817102	Sri Lanka
n265	Sri Lanka
AB817106	Sri Lanka
AB817115	Sri Lanka
KX148108	Nepal
JX987740	Nepal
JX987724	Nepal
n275275	India
MF474263	India
n290290	India
n308308	India
n316	Bhutan
n318318	Afghanistan
KU055516	Afghanistan
n322	Afghanistan
n331	Pakistan
KP723629	Pakistan
MK697346	India
MF474306	India
n338	Nepal
EU836832	Italy
MK760702	Iran
n349349	Iran
n352	USA
n398398	Greenland
n399399	Russia
KY002904	Russia
KC791814	USA
KC792157	USA
JN258417	USA
JN258586	USA
n408408	Canada
n411	Canada
n417	Canada
n427	Canada
KU198465	Canada
KF831561	Canada
MN642581	China
MN384722	Russia
MN642582	China
n432432	China
n434	South Korea
DQ076099	South Korea
n457457	South Korea
DQ076105	South Korea
KY952219	China
KY175230	China
JQ692986	South Africa
n464464	South Africa
JQ692981	South Africa
n467467	South Africa
n469	South Africa
JQ692991	South Africa
n484	South Africa
FJ465402	South Africa
n487487	Zimbabwe
n490490	Zimbabwe
n492	South Africa
n492492	South Africa
n494	South Africa
n494494	South Africa
n498498	China
n498498	Iran
n498498	Russia
n498498	Serbia
n498498	USA
n498498	Zambia
n1063	USA
n1102	Peru
n1110	Peru
n1112	Brazil
n1151	Paraguay
n11531153	USA
n1236	USA
n12461246	Egypt
n1255	Egypt
MK760768	Egypt
KX148101	Egypt
n12611261	Mauritania
n1281	Mauritania
n12821282	Mauritania
GU815997	Cote d'Ivoire
n13071307	Niger
HM368097	Ghana
HM368131	Ghana
HM368146	Ghana
HM368139	Ghana
HM368140	Ghana
HM368122	Ghana
HM368126	Ghana
HM368132	Ghana
HM368125	Ghana
HM368118	Ghana
HM368151	Ghana
HM368153	Ghana
HM368102	Ghana
KX148107	Benin
FJ545673	Benin
n1322	Ghana
HM368095	Ghana
HM368100	Ghana
HM368116	Ghana
HM368119	Ghana
n13251325	Cameroon
n13531353	Chad
EU888729	Nigeria
FJ435703	Nigeria
KJ921997	Nigeria
KJ921998	Nigeria
KF022169	Nigeria
EU888714	Nigeria
KF022170	Nigeria
n1365	Nigeria
KF022190	Nigeria
EU888663	Nigeria
KT119754	Central African Republic
FJ545662	Central African Republic
KF734705	Central African Republic
KF734681	Central African Republic
KF734718	Central African Republic
KF734722	Central African Republic
KF734723	Central African Republic
KF734736	Central African Republic
KF734712	Central African Republic
KF734716	Central African Republic
KF734714	Central African Republic
KF734704	Central African Republic
KF734708	Central African Republic
KF734698	Central African Republic
KF734709	Central African Republic
KF734738	Central African Republic
n13711371	Guinea
MK471250	Guinea
n44	Malaysia
MW690142	Malaysia
n7	Laos
n7	Thailand
n7	Viet Nam
MW055078	Viet Nam
n70	Laos
n7272	Laos
KM366268	Cambodia
n7474	Cambodia
n76	Viet Nam
DQ849069	China
n7878	Thailand
LC071936	Thailand
KY678613	Thailand
KY678624	Thailand
n8383	China
KU055596	Cambodia
n8989	Philippines
n125125	Philippines
AB563807	Philippines
n127	Philippines
n130130	Philippines
AB683611	Philippines
EU086203	Philippines
EU086204	Philippines
n133133	Philippines
n134	Philippines
AB563899	Philippines
AB564007	Philippines
n137	Taiwan
n163163	Taiwan
n164164	Taiwan
n166	Taiwan
n168	Taiwan
n168168	Taiwan
n169169	Taiwan
KP881357	Taiwan
MH481078	Taiwan
KP860211	Taiwan
n175175	China
n178	China
n179	China
EU004696	China
JF972382	China
JF972387	China
n185185	Indonesia
n190190	Indonesia
n199	China
n206	China
MF113388	China
MF113391	China
n208208	China
KP319215	China
n214	China
JN974837	China
MK124742	China
n215	China
KT894576	China
JN974826	China
GU186387	China
GU186396	China
AB614379	Viet Nam
AB614388	Viet Nam
AB628214	Viet Nam
AB614389	Viet Nam
AB614381	Viet Nam
AB614387	Viet Nam
AB614382	Viet Nam
AB614390	Viet Nam
AB614380	Viet Nam
JQ040584	China
EU004721	China
EU004744	China
n229229	India
n230230	India
MH258815	India
KC791848	USA
KC792205	India
MH258840	India
EU086191	India
n237	Sri Lanka
n250	Sri Lanka
n251251	Sri Lanka
AB817128	Sri Lanka
AB817124	Sri Lanka
LC110294	Sri Lanka
n254254	Sri Lanka
AB817083	Sri Lanka
AB817098	Sri Lanka
AB817088	Sri Lanka
n257	Sri Lanka
n258258	Sri Lanka
n259259	Sri Lanka
n260	Sri Lanka
LC110318	Sri Lanka
AB817101	Sri Lanka
n262262	Sri Lanka
AB817113	Sri Lanka
AB817099	Sri Lanka
n263	Sri Lanka
AB817087	Sri Lanka
n264	Sri Lanka
LC110312	Sri Lanka
AB817138	Sri Lanka
AB817145	Sri Lanka
n276	India
n289	India
n291	India
n307307	India
n309	Bangladesh
MF414580	India
n316316	Bhutan
HQ166014	Bhutan
n317	Bhutan
HQ166012	Bhutan
HQ166002	Bhutan
HQ166022	Bhutan
HQ166005	Bhutan
HQ166016	Bhutan
HQ166023	Bhutan
HQ166013	Bhutan
HQ166015	Bhutan
HQ166018	Bhutan
HQ166010	Bhutan
HQ166019	Bhutan
HQ166024	Bhutan
HQ166020	Bhutan
HQ166004	Bhutan
HQ166017	Bhutan
HQ166021	Bhutan
KX434517	India
n319	Afghanistan
n322322	Afghanistan
KF150745	India
n331331	Pakistan
n335335	Pakistan
n338338	Nepal
n346	Nepal
MK760729	Iran
MK760735	Iran
n352352	USA
n356356	Canada
JN258418	USA
KX148105	Greenland
JX987745	Greenland
JX987730	Greenland
JX987731	Greenland
n400	Russia
KU198464	Canada
DQ010127	Russia
n405	Canada
KU899138	Russia
HM543738	Norway
n409	Canada
n410410	Canada
n411411	Canada
n413413	Canada
KF831556	Canada
n417417	Canada
n424424	Canada
MK540920	Canada
n427427	Canada
KY860613	Russia
KT895592	China
n434434	South Korea
DQ076131	South Korea
n458	South Korea
DQ076104	South Korea
n465	South Africa
n466	South Africa
FJ392366	South Africa
DQ194899	South Africa
n469469	South Africa
n476	South Africa
n484484	South Africa
JN899142	South Africa
n488	Zimbabwe
n488488	Zimbabwe
n491	Zimbabwe
FJ465408	Zimbabwe
FJ392372	South Africa
FJ392386	South Africa
FJ392382	South Africa
FJ392392	Namibia
FJ465390	South Africa
FJ465403	South Africa
FJ465400	South Africa
FJ465409	Namibia
n499	China
n499	Iran
n499	Madagascar
n499	Morocco
n499	Russia
n499	Serbia
n499	Sudan
n499	Tunisia
n499	USA
n499	Zambia
n721721	China
n721721	Iran
n721721	Russia
n721721	Serbia
n721721	Turkey
n721721	USA
n721721	Zambia
n10631063	USA
n10911091	France
n10911091	Russia
n10911091	USA
n11021102	Peru
KF831564	Peru
FJ228501	Peru
EU530729	Peru
n11121112	Brazil
n11311131	Brazil
n11511151	Paraguay
n1152	Paraguay
n1154	USA
n1235	Mexico
n12361236	USA
n12441244	USA
n1247	Egypt
n1254	Egypt
n12551255	Egypt
n12561256	Egypt
n1262	Mauritania
n12761276	Mauritania
n12811281	Burkina Faso
n12811281	Mali
n12811281	Mauritania
FJ545682	Mauritania
n1283	Mauritania
n1305	Cote d'Ivoire
n1308	Niger
EU853650	Niger
HM368091	Ghana
HM368098	Ghana
HM368124	Ghana
HM368127	Ghana
HM368152	Ghana
HM368093	Ghana
n13221322	Ghana
n1326	Cameroon
n1353	Cameroon
n1354	Chad
EU853655	Chad
EU853657	Chad
EU853656	Chad
EU038108	Nigeria
EU038109	Nigeria
n1372	Guinea
EU853594	Guinea
FJ545663	Guinea
n5	Malaysia
MW690152	Malaysia
n55	Malaysia
n77	Thailand
n6868	Laos
n7070	Laos
EU086194	Laos
n73	Laos
AB981669	Laos
n7373	Laos
n75	Viet Nam
EU086170	Cambodia
AB614375	Viet Nam
AB614376	Viet Nam
n79	Thailand
HQ232301	Thailand
KU845610	China
KU845614	China
n90	Philippines
AB563821	Philippines
AB683643	Philippines
n126	Philippines
AB563877	Philippines
n127127	Philippines
n131	Philippines
AB683649	Philippines
AB563890	Philippines
AB563891	Philippines
AB563912	Philippines
AB563914	Philippines
AB563966	Philippines
n137137	Taiwan
n157157	Taiwan
KF544964	Taiwan
KF544965	Taiwan
n165	Taiwan
n165165	Taiwan
KP860162	Taiwan
KP860181	Taiwan
MH481059	Taiwan
KP860227	Taiwan
MH481072	Taiwan
KP860209	Taiwan
KP860210	Taiwan
n170	Taiwan
n171	Taiwan
n176	China
GQ472569	China
MG201916	China
GQ472612	China
n179179	China
EU004738	China
n186	Malaysia
n186186	China
n190	Indonesia
n191	Indonesia
n194194	Indonesia
n199199	China
n203	China
GU186385	China
MK124758	China
KT221130	China
EU086136	China
n209	China
EU159379	China
EU086190	China
JN974836	China
EU086188	China
n215215	China
n216	China
n230	India
MT826963	India
n231	India
n232	India
n237237	Sri Lanka
n245	Sri Lanka
n247247	Sri Lanka
AB817107	Sri Lanka
AB817130	Sri Lanka
n252	Sri Lanka
n252252	Sri Lanka
LC110310	Sri Lanka
AB817093	Sri Lanka
n257257	Sri Lanka
LC110311	Sri Lanka
AB817084	Sri Lanka
AB638772	Sri Lanka
AB817136	Sri Lanka
AB817137	Sri Lanka
AB817103	Sri Lanka
AB817125	Sri Lanka
n260260	Sri Lanka
AB817146	Sri Lanka
AB817122	Sri Lanka
LC110321	Sri Lanka
KF154999	United Kingdom
AB638767	Sri Lanka
AB817100	Sri Lanka
AB817119	Sri Lanka
LC110305	Sri Lanka
LC110315	Sri Lanka
n276276	India
n282282	India
n288288	India
MH258796	India
n289289	India
n291291	India
n300	Nepal
n303	India
KF150740	India
KF150743	India
n309309	Bangladesh
JX944567	Nepal
KU050069	India
AB910532	Bhutan
HQ166006	Bhutan
HQ166011	Bhutan
HQ166009	Bhutan
HQ166008	Bhutan
HQ166007	Bhutan
n319319	Afghanistan
KP723627	Pakistan
n323	Afghanistan
n323323	Afghanistan
n324	Afghanistan
n328	Afghanistan
n329329	Afghanistan
n332	Afghanistan
KP723628	Pakistan
HE801614	Pakistan
HE801616	Pakistan
n339	Nepal
n342342	Nepal
JX987722	Nepal
JX944579	Nepal
n343	Nepal
n346346	Nepal
AY854598	Nepal
n353	USA
KC792177	USA
n357	Canada
DQ010133	Greenland
DQ010136	Greenland
DQ010144	Greenland
DQ010137	Greenland
DQ010139	Greenland
DQ010145	Greenland
DQ010140	Greenland
DQ010138	Greenland
DQ010142	Greenland
n381	Canada
n400400	Russia
DQ010125	Russia
KU198461	Canada
JN258457	Canada
MK540891	Canada
n409409	Canada
n410	Canada
MK540892	Canada
MK540903	Canada
n412	Canada
n412412	Canada
n414	Canada
n414414	Canada
n418	Canada
n419	Canada
n425	Canada
n426426	Canada
n428	Canada
MK540966	Canada
n435	South Korea
n453453	South Korea
n458458	South Korea
DQ076102	South Korea
JQ692995	South Africa
n465465	South Africa
JX088731	South Africa
n466466	South Africa
n470	South Africa
n470470	South Africa
n476476	South Africa
KT892013	South Africa
n485	South Africa
HQ266616	South Africa
KY553255	Zimbabwe
KY553266	Zimbabwe
FJ392391	Zimbabwe
n489	Zimbabwe
HQ266615	South Africa
KY553273	Zimbabwe
KY553278	Zimbabwe
n499499	China
n499499	Ethiopia
n499499	Gabon
n499499	Morocco
n499499	Nigeria
n499499	Russia
n499499	Sudan
n499499	Tunisia
n499499	USA
n499499	Zambia
n563563	China
n563563	Iran
n563563	Madagascar
n563563	Morocco
n563563	Russia
n563563	Serbia
n563563	Sudan
n563563	Tunisia
n563563	USA
n563563	Zambia
n722	China
n722	Iran
n722	Iraq
n722	Montenegro
n722	Russia
n722	Serbia
n722	Turkey
n722	USA
n722	Zambia
n10311031	China
n10311031	Grenada
n10311031	Iran
n10311031	Iraq
n10311031	Russia
n10311031	Serbia
n10311031	Turkey
n10311031	USA
n10311031	Zambia
n1064	USA
n10841084	USA
n1092	France
KX522941	Russia
n1103	Peru
KF831540	Peru
HQ116829	Chile
n1113	Brazil
n1132	Brazil
n1133	Brazil
KU312285	Paraguay
KU312286	Paraguay
n11521152	Paraguay
KU312291	Paraguay
KU312290	Paraguay
KU312296	Paraguay
KU312294	Paraguay
n11541154	Mexico
n1218	USA
n12351235	Mexico
KX708500	Mexico
n1237	USA
n1240	USA
KC791802	USA
KC791807	USA
n12471247	Egypt
n1251	Egypt
n12541254	Egypt
DQ837461	Egypt
DQ837463	Egypt
n1256	Egypt
MT036069	Egypt
MT036061	Egypt
MT036062	Egypt
MT036063	Egypt
n12621262	Senegal
KU055521	Central African Republic
n1277	Burkina Faso
n1277	Mali
EU853624	Mauritania
KU739038	Burkina Faso
FJ545668	Mali
n12831283	Mauritania
n1295	Mauritania
n13051305	Cote d'Ivoire
FJ545677	Cote d'Ivoire
n13081308	Niger
n13121312	Burkina Faso
EU827276	Burkina Faso
HM368111	Ghana
HM368154	Ghana
n13261326	Cameroon
KF022186	Nigeria
KX148243	Cameroon
KT119773	Cameroon
FJ545671	Cameroon
FJ545675	Cameroon
KU055547	Cameroon
KU055546	Cameroon
n13541354	Chad
EU853654	Niger
n13721372	Guinea
FJ545685	Guinea
MW690139	Malaysia
MW690140	Malaysia
MW690141	Malaysia
MW690154	Malaysia
MW690155	Malaysia
n8	Thailand
GQ303556	Thailand
AB981663	Laos
n69	Laos
n71	Laos
n7171	Laos
AB981664	Laos
AB981666	Laos
AB981665	Laos
AB981670	Laos
AB981672	Laos
AB981675	Laos
AB981668	Laos
AB981667	Laos
AB981673	Laos
AB981671	Laos
AB614377	Viet Nam
AB628211	Viet Nam
AB614378	Viet Nam
n7979	Thailand
n8181	Thailand
n9090	Philippines
AB738088	Philippines
AB683646	Philippines
AB683652	Philippines
AB563923	Philippines
n128	Philippines
AB683609	Philippines
AB683612	Philippines
n138	Taiwan
n148148	Taiwan
n158	Taiwan
n160	Taiwan
KP860161	Taiwan
KP860178	Taiwan
KP860179	Taiwan
KP860182	Taiwan
KP860183	Taiwan
KP860180	Taiwan
n170170	Taiwan
MH481070	Taiwan
n171171	Taiwan
MH481077	Taiwan
KP319201	China
n176176	China
GQ472518	China
AB428320	China
MW690143	Malaysia
MW690147	Malaysia
MW690148	Malaysia
MW690151	Malaysia
MW690149	Malaysia
MW690146	Malaysia
MW690145	Malaysia
MW690153	Malaysia
MW690144	Malaysia
MF620996	Malaysia
MW690150	Malaysia
JX462633	Indonesia
n187	China
JX462637	Indonesia
JX462639	Indonesia
JX462638	Indonesia
n191191	Indonesia
n193193	Indonesia
n195	Indonesia
JQ768456	Indonesia
n200	Viet Nam
n202202	China
n203203	China
n205205	China
n209209	China
EU159380	China
MG383885	China
KT894560	China
n216216	China
EU700032	China
KT894567	China
MT826959	India
MH258839	India
n231231	India
GU731661	India
GU731662	India
GU731663	India
n238	Sri Lanka
n244244	Sri Lanka
n245245	Sri Lanka
AB817135	Sri Lanka
n248	Sri Lanka
n249249	Sri Lanka
AB817104	Sri Lanka
AB817134	Sri Lanka
AB817110	Sri Lanka
AB817112	Sri Lanka
AB817141	Sri Lanka
n258	Sri Lanka
LC110307	Sri Lanka
AB817105	Sri Lanka
AB817117	Sri Lanka
n277	India
n282	India
KX434497	India
n283	India
KX685268	India
KT381826	India
n290	India
MH258814	India
n292	India
n299299	India
