FJ424484,0,2008.8287141999995,Italy
HM852154,0,2008.8287141999995,Slovenia
n1616,0.0575342,2008.8287141999995,Italy
KC197982,0.917808,2009.6889879999994,Italy
KC197976,0.69863,2009.4698099999996,Italy
KC197983,0.945205,2009.7163849999995,Italy
KC197986,0.958904,2009.7300839999996,Italy
KC197980,0.854795,2009.6259749999995,Italy
KC197989,0.986301,2009.7574809999994,Italy
KC197978,0.824658,2009.5958379999995,Italy
KC197969,0,2008.7711799999995,Italy
KC197970,0.0246575,2008.7958374999996,Italy
KC197998,1.11781,2009.8889899999995,Italy
KC197987,0.961644,2009.7328239999995,Italy
KC197990,0.994521,2009.7657009999996,Italy
KC197985,0.953425,2009.7246049999994,Italy
KC197991,0.989041,2009.7602209999995,Italy
KC197975,0.668493,2009.4396729999994,Italy
KC197992,1.05753,2009.8287099999995,Italy
KC197971,0.10411,2008.8752899999995,Italy
KC198013,0.452055,2009.2232349999995,Italy
KC197993,1.05479,2009.8259699999994,Italy
KC198014,0.561644,2009.3328239999994,Italy
KC198012,0.438356,2009.2095359999996,Italy
KC197979,0.854795,2009.6259749999995,Italy
KC197994,1.07123,2009.8424099999995,Italy
n16,5.77534,2008.7711799999995,Italy
HM852160,0,2008.9958400999994,Slovenia
KC198075,1.0137,2010.0095400999994,Italy
n20,0.0383562,2008.9958400999994,Slovenia
KC197973,0,2008.9574838999995,Italy
KC197995,0.90137,2009.8588538999995,Italy
n1919,1.18872,2008.9574838999995,Italy
HM852162,1.22708,2008.9958438999993,Slovenia
HM852158,2.22982,2009.9985838999994,Slovenia
HM852161,0,2007.7687638999994,Slovenia
HM852159,0.229817,2007.9985808999993,Slovenia
HM852157,0.229817,2007.9985808999993,Slovenia
HM852163,3.22708,2010.9958438999993,Slovenia
KC197974,1.19694,2008.9657038999994,Italy
n19,0.0541319,2007.7687638999994,Slovenia
HM852156,1.28121,2008.9958419999996,Slovenia
KC197984,1.99628,2009.7109119999996,Italy
KC198007,2.22094,2009.9355719999994,Italy
n1818,0.564052,2007.7146319999995,Slovenia
KC197977,2.40964,2009.5602199999996,Italy
n18,3.15474,2007.1505799999995,Slovenia
HM852155,0,2003.9958399999996,Slovenia
n1717,0,2003.9958399999996,Slovenia
KC198027,3.21096,2010.2067999999995,Italy
KC197981,2.64932,2009.6451599999996,Italy
JF973819,0,2006.9958399999996,Bosnia and Herzegovina
n2020,3,2006.9958399999996,Bosnia and Herzegovina
KC197972,4.88767,2008.8835099999997,Italy
n17,1,2003.9958399999996,Slovenia
HM852167,0.238378,2008.9985779999995,Slovenia
HM852166,0.238378,2008.9985779999995,Slovenia
n21,5.76436,2008.7601999999995,Slovenia
HM852164,0,2002.9958399999996,Slovenia
KC198033,7.24932,2010.2451599999995,Italy
HM852165,1.00274,2003.9985799999995,Slovenia
n1515,5.07573,2002.9958399999996,Slovenia
HM852190,0.612329,2009.9958679999997,Slovenia
HM852189,0,2009.3835389999997,Slovenia
n23,0.612329,2009.3835389999997,Slovenia
HM852177,0,2008.7712099999997,Slovenia
KC197894,1.16438,2009.9355899999996,Italy
n2222,0,2008.7712099999997,Italy
KC197869,0.917808,2009.6890179999996,Italy
KC197899,0.438356,2009.2095659999998,Italy
KC197867,0.854795,2009.6260049999996,Italy
KC197880,1.05479,2009.8259999999996,Italy
KC197858,0.10411,2008.8753199999996,Italy
KC197859,0.112329,2008.8835389999997,Italy
KC197882,1.08767,2009.8588799999995,Italy
KC197885,1.11781,2009.8890199999996,Italy
KC197914,1.43562,2010.2068299999996,Italy
KC197868,0.873973,2009.6451829999996,Italy
KC197879,1.05753,2009.8287399999997,Italy
KC197876,0.986301,2009.7575109999996,Italy
KC197900,0.452055,2009.2232649999996,Italy
KC197861,0.194521,2008.9657309999996,Italy
KC197962,1.23836,2010.0095699999997,Italy
KC197878,0.989041,2009.7602509999997,Italy
KC197881,1.07123,2009.8424399999997,Italy
KC197864,0.789041,2009.5602509999997,Italy
KC197871,0.939726,2009.7109359999997,Italy
KC197870,0.945205,2009.7164149999996,Italy
KC197877,0.994521,2009.7657309999997,Italy
KC197860,0.186301,2008.9575109999996,Italy
KC197874,0.961644,2009.7328539999996,Italy
KC197865,0.824658,2009.5958679999997,Italy
KC197873,0.958904,2009.7301139999997,Italy
KC197901,0.561644,2009.3328539999995,Italy
KC197872,0.953425,2009.7246349999996,Italy
KC197920,1.47397,2010.2451799999997,Italy
