node	Country
n16461646	Italy
n16461646	Nigeria
n16461646	Philippines
n16461646	Russia
n16461646	South Africa
n16461646	Taiwan
n16461646	Tanzania
n16461646	Thailand
n16461646	USA
n16461646	Zambia
n1921	Thailand
n20192019	Canada
n20192019	Central African Republic
n20192019	China
n20192019	Ethiopia
n20192019	India
n20192019	Indonesia
n20192019	Italy
n20192019	Philippines
n20192019	Russia
n20192019	South Africa
n20192019	Tanzania
n20192019	USA
n20192019	Viet Nam
n2327	China
n2337	Sri Lanka
n2375	India
n23962396	Nepal
JX944595	Nepal
n2	Mexico
n2	USA
n10381038	Mexico
n1040	South Africa
HQ266613	South Africa
n10841084	Afghanistan
n10841084	China
n10841084	India
n10841084	Iran
n10841084	Nepal
n10841084	Pakistan
n10841084	United Kingdom
n1283	Canada
n1462	China
n1462	India
n1462	Russia
n1462	South Korea
n15071507	India
AB571004	Mongolia
n15091509	Nigeria
n16331633	Nigeria
n16391639	Senegal
KU055529	Senegal
n1647	Brazil
n1647	Cambodia
n1647	Canada
n1647	Central African Republic
n1647	China
n1647	Ethiopia
n1647	India
n1647	Italy
n1647	Nigeria
n1647	Philippines
n1647	Russia
n1647	South Africa
n1647	Taiwan
n1647	Tanzania
n1647	Thailand
n1647	USA
n1647	Zambia
n1874	Taiwan
n19211921	Thailand
n20182018	Thailand
n20202020	China
n20202020	Indonesia
n2326	Viet Nam
n23272327	China
n23342334	China
n23372337	Sri Lanka
KF831535	Sri Lanka
n23752375	India
n23942394	India
n2397	Nepal
n23992399	Nepal
n22	Mexico
n22	USA
n10251025	Egypt
n1039	Mexico
FJ228543	Mexico
n10401040	South Africa
n1072	South Africa
n1085	Afghanistan
n1085	India
n1085	Iran
n1085	Pakistan
n1085	United Kingdom
n1269	Iran
n1269	Nepal
n12831283	Canada
n12831283	Russia
n12831283	USA
n1460	Canada
n14621462	China
n14621462	India
n14621462	Russia
n14621462	South Korea
n1502	China
DQ521241	India
DQ521240	India
DQ521237	India
DQ521239	India
DQ521238	India
n1510	Nigeria
n15631563	Mauritania
n1629	Nigeria
n16321632	Burkina Faso
n16321632	Cote d'Ivoire
n16321632	Mauritania
n1634	Cameroon
n1634	Chad
n16381638	Nigeria
n1640	Guinea
n1644	Senegal
n16471647	Philippines
n17971797	Canada
n17971797	Central African Republic
n17971797	China
n17971797	Ethiopia
n17971797	India
n17971797	Italy
n17971797	Nigeria
n17971797	Philippines
n17971797	Russia
n17971797	South Africa
n17971797	Taiwan
n17971797	Tanzania
n17971797	USA
n17971797	Zambia
n18741874	Taiwan
n19131913	Taiwan
n1922	Thailand
n20152015	China
EU086218	Thailand
EU086217	Thailand
n2021	China
n23162316	Indonesia
n23262326	Viet Nam
AB614391	Viet Nam
n2328	China
n2332	China
n2335	China
n23352335	China
n2338	Sri Lanka
n2374	Sri Lanka
n2376	India
n23882388	India
n23932393	India
n2395	India
n23952395	India
n23972397	Nepal
n2398	Nepal
n2399	Nepal
JX944576	Nepal
EU086156	Sri Lanka
n2400	Nepal
MH671332	China
n3	Mexico
n3	USA
n899	Mexico
n899	USA
n1026	Egypt
n1038	Egypt
FJ228545	Mexico
FJ228544	Mexico
n1041	South Africa
n1067	South Africa
n10721072	South Africa
HQ266631	South Africa
n10851085	Afghanistan
n10851085	India
n10851085	Pakistan
DQ146162	United Kingdom
n12691269	Nepal
n12811281	Iran
n1284	Canada
n1284	Russia
n1284	USA
n1456	Canada
n1456	USA
n14601460	Canada
KF831561	Canada
n1463	China
n1463	Russia
n1463	South Korea
JQ685983	Russia
n15021502	China
KY964322	China
n15101510	Nigeria
n15591559	Nigeria
n1564	Mauritania
KU055542	Niger
KU055502	Senegal
KU055521	Central African Republic
KU055524	Senegal
KU055528	Senegal
n16291629	Benin
n16291629	Ghana
n16291629	Nigeria
n1632	Nigeria
n1633	Mauritania
KU055538	Burkina Faso
KU055562	Cote d'Ivoire
n16341634	Cameroon
n16341634	Chad
KT119767	Central African Republic
KF022176	Nigeria
KU055531	Senegal
n16401640	Guinea
KU055539	Guinea
EU853592	Senegal
EU853591	Gambia
n1648	Philippines
n1793	Philippines
n1798	China
JN974825	China
n1875	Taiwan
KF544960	Taiwan
n1914	Taiwan
n1920	Taiwan
n19221922	Thailand
n2013	Myanmar
n2016	China
KJ776465	China
n20212021	China
n2301	China
n2317	Indonesia
n23202320	Indonesia
n2322	Indonesia
AB614389	Viet Nam
AB628214	Viet Nam
AB614393	Viet Nam
AB614382	Viet Nam
AB614387	Viet Nam
AB614381	Viet Nam
AB614379	Viet Nam
AB614388	Viet Nam
AB614390	Viet Nam
AB614380	Viet Nam
n23282328	China
n2331	China
KX148267	China
DQ849072	China
n23322332	China
n2334	China
KT221115	China
KT221114	China
GU186397	China
KT221113	China
n23382338	Sri Lanka
n2372	Sri Lanka
n23742374	Sri Lanka
AB817080	Sri Lanka
n23762376	India
n23872387	India
n2389	India
n2391	India
n23922392	India
n2394	India
KX148246	India
KF150734	India
KC792206	India
KF150735	India
KX434508	India
KX434507	India
KC792234	Nepal
JX987721	Nepal
KU888644	Nepal
JX987737	Nepal
KX148245	Nepal
n23982398	Nepal
MN534894	Nepal
JX944588	Nepal
JX944578	Nepal
JX944597	Nepal
JX944569	Nepal
n33	USA
n847	Brazil
n899899	Mexico
n899899	USA
n1014	USA
n10261026	Egypt
n10371037	Egypt
KX148101	Egypt
MK760768	Egypt
n10411041	South Africa
n10621062	South Africa
n10671067	South Africa
JQ692989	South Africa
n1073	South Africa
n10811081	South Africa
n1086	India
n1246	Afghanistan
n1246	India
n1246	Pakistan
n1270	Nepal
KF831559	Nepal
AY854597	Nepal
n1282	Iran
KP723593	Iran
n12841284	Greenland
n1451	Russia
n14561456	Canada
n14561456	USA
JN258416	USA
n1461	Canada
KF831530	Canada
n14631463	South Korea
n1496	China
n1503	China
n15061506	China
n1511	Nigeria
n1558	Nigeria
n1559	Nigeria
KU055547	Cameroon
KU055546	Cameroon
n1560	Nigeria
n15611561	Nigeria
n15641564	Mauritania
n16121612	Niger
n1630	Ghana
n16311631	Benin
EU888648	Nigeria
EU888647	Nigeria
KU055555	Mauritania
KU055525	Mali
n1635	Cameroon
n1638	Chad
n1641	Guinea
MK471247	Guinea
EU853595	Sierra Leone
n16481648	Philippines
n17771777	Philippines
n17931793	Philippines
n1797	Philippines
n17981798	China
n1872	China
n18751875	Taiwan
n19091909	Taiwan
n19141914	Taiwan
n1918	Taiwan
n19201920	Taiwan
KP860230	Taiwan
n1923	Thailand
n2008	Thailand
n20132013	Myanmar
n2015	Myanmar
KU055595	Myanmar
KU055597	Myanmar
KU055591	Myanmar
n20162016	China
EU275242	China
EU004752	China
EU004724	China
EU004751	China
n2022	China
n22992299	China
n23002300	China
n23012301	China
n2316	China
n23172317	Indonesia
n2318	Indonesia
n23192319	Indonesia
JX462617	Indonesia
JX462625	Indonesia
JX448340	Indonesia
JX462616	Indonesia
JX462623	Indonesia
n2321	Malaysia
n23212321	Indonesia
JX462633	Indonesia
n23222322	Indonesia
n2325	Indonesia
n2329	China
KU055584	China
GU345746	China
n23312331	China
EU086145	China
n2333	China
KT221117	China
FJ418876	China
GU345747	China
n2339	Sri Lanka
n23702370	Sri Lanka
AB817081	Sri Lanka
n23722372	Sri Lanka
AB635373	Sri Lanka
AB817083	Sri Lanka
AB817088	Sri Lanka
AB817098	Sri Lanka
n2377	India
n23862386	India
n2388	India
KF535207	India
n23892389	India
n23902390	India
KC792203	India
n23912391	India
KC791848	USA
n2393	India
AY987481	India
AY987482	India
EU086191	India
MH258840	India
JX987740	Nepal
KX148108	Nepal
JX987724	Nepal
n4	USA
n837	Peru
n847847	Brazil
HQ116829	Chile
n900	Mexico
n900	USA
n1013	Mexico
n10141014	USA
n10241024	USA
n1027	Egypt
n10351035	Egypt
MT036061	Egypt
MT036063	Egypt
MT036062	Egypt
n1042	South Africa
n1062	South Africa
n1063	South Africa
n1066	South Africa
n1068	South Africa
FJ392385	South Africa
n10731073	Zimbabwe
n1079	South Africa
n1082	South Africa
n1083	South Africa
n10861086	India
n12441244	India
n12461246	Afghanistan
n12461246	Pakistan
n12631263	Pakistan
n12701270	Nepal
n1281	India
DQ521214	Nepal
KF831534	Nepal
EU836832	Italy
n12821282	Iran
MK760702	Iran
n1285	Greenland
n14401440	Greenland
DQ010147	Greenland
DQ010143	Greenland
DQ010124	Canada
DQ010131	Russia
DQ010134	Greenland
DQ010139	Greenland
DQ010137	Greenland
DQ010140	Greenland
DQ010136	Greenland
DQ010142	Greenland
DQ010145	Greenland
DQ010144	Greenland
DQ010138	Greenland
DQ010133	Greenland
FR798947	Svalbard
n14511451	USA
n14551455	Russia
DQ010125	Russia
n1457	Canada
JN258422	USA
GU992317	USA
KF831556	Canada
n1464	South Korea
n1492	South Korea
n14961496	China
n1501	China
n15031503	China
KY952220	China
n1507	China
KY175230	China
n15111511	Nigeria
n1550	Chad
n15581558	Nigeria
KR080522	Nigeria
FJ435703	Nigeria
EU888729	Nigeria
n15601560	Nigeria
n1561	Nigeria
KF022170	Nigeria
EU038108	Nigeria
EU888663	Nigeria
EU888675	Nigeria
EU038109	Nigeria
EU888714	Nigeria
n1562	Nigeria
EU888696	Nigeria
n1565	Mauritania
KU055527	Senegal
KU055550	Nigeria
KU055530	Senegal
n1613	Niger
FJ545674	Niger
n16301630	Ghana
HM368100	Ghana
HM368119	Ghana
HM368116	Ghana
HM368095	Ghana
FJ545673	Benin
KX148107	Benin
n16351635	Central African Republic
KT119774	Cameroon
FJ545683	Chad
KT119779	Chad
n16411641	Guinea
EU853593	Guinea
n1649	Philippines
AB738088	Philippines
n1778	Philippines
n1789	Philippines
n1794	Philippines
n17961796	Philippines
EU086204	Philippines
EU086203	Philippines
n1799	China
n1857	China
n18721872	China
JN936720	China
n1876	Taiwan
n1909	Taiwan
n1910	Taiwan
n1913	Taiwan
n1915	Taiwan
n19171917	Taiwan
n19181918	Taiwan
n19191919	Taiwan
KP860211	Taiwan
MH481078	Taiwan
n19231923	Thailand
n19951995	Thailand
n20082008	Thailand
n2012	Thailand
n2014	Myanmar
n20142014	Myanmar
EU086164	Myanmar
KX148247	Myanmar
n2017	China
n20172017	China
JQ040612	China
JQ040611	China
JQ040613	China
EU004788	China
n20222022	China
n22572257	China
n2298	China
n2300	China
KU845607	China
KU845606	China
KU845609	China
KU845608	China
n2302	China
KY428871	China
KP319235	China
KP319225	China
KF482530	Indonesia
KF482529	Indonesia
KF482532	Indonesia
KF482531	Indonesia
KF482528	Indonesia
JX462619	Indonesia
JX462631	Indonesia
JX462632	Indonesia
JX462628	Indonesia
n23182318	Indonesia
JQ768458	Indonesia
n2320	Indonesia
JQ768457	Indonesia
JX462624	Indonesia
MW690148	Malaysia
MW690151	Malaysia
MW690147	Malaysia
MW690146	Malaysia
MW690143	Malaysia
MF620996	Malaysia
MW690150	Malaysia
MW690144	Malaysia
MW690145	Malaysia
MW690149	Malaysia
MW690153	Malaysia
JX462637	Indonesia
JX462638	Indonesia
JX462639	Indonesia
n23232323	Indonesia
n23242324	Indonesia
n23252325	Indonesia
JX462634	Indonesia
n23292329	China
n23302330	China
EU159388	China
EU159387	China
EU086185	China
n23332333	China
GU186387	China
n23392339	Sri Lanka
n2360	Sri Lanka
n23662366	Sri Lanka
n23692369	Sri Lanka
AB817142	Sri Lanka
n2371	Sri Lanka
AB817094	Sri Lanka
n2373	Sri Lanka
LC110311	Sri Lanka
AB638772	Sri Lanka
AB817084	Sri Lanka
n23772377	India
n2383	India
n23852385	India
n2387	India
MT826960	India
KJ201900	India
KJ201899	India
n2390	India
MH258804	India
AY987483	India
MH258801	India
n2392	India
KC792205	India
AY987479	India
AY987477	India
n44	China
n44	Iraq
n44	Poland
n44	Russia
n44	Serbia
n44	USA
n44	Zambia
n785785	USA
n837837	Peru
n846846	Peru
n848	Brazil
n875	Brazil
n900900	Mexico
n900900	USA
n10121012	China
n10131013	Mexico
KX708500	Mexico
n1015	USA
n10221022	USA
n1025	USA
KC791807	USA
n10271027	Egypt
n10341034	Egypt
n1036	Egypt
n1037	Egypt
n10421042	South Africa
n10521052	South Africa
DQ194896	South Africa
JQ692991	South Africa
n10631063	South Africa
JQ692986	South Africa
n10661066	South Africa
JQ692981	South Africa
FJ392366	South Africa
n10681068	South Africa
FJ465402	South Africa
n1074	Zimbabwe
n10771077	Zimbabwe
n10791079	South Africa
n1081	South Africa
n10821082	South Africa
FJ465390	South Africa
FJ465409	Namibia
FJ465400	South Africa
n1087	India
n12421242	India
n1245	India
KU050060	India
n1247	Afghanistan
n1257	Afghanistan
n1257	Pakistan
n1263	India
n1264	Pakistan
KP723629	Pakistan
n1271	Nepal
n12791279	Nepal
n12801280	Nepal
JX944565	Nepal
KX148228	Nepal
EU086153	Nepal
EU086154	Nepal
KU055587	Nepal
KU055586	Nepal
MK697335	India
MK697336	India
MK760735	Iran
MK760729	Iran
n12851285	Greenland
n1433	Greenland
n1441	Greenland
n1450	Greenland
n14501450	Greenland
AY854602	Greenland
n1452	Russia
n1454	Russia
n1455	USA
JN258456	Canada
JN258458	Canada
JN258425	USA
JQ434359	Russia
JQ434358	Russia
JN258592	USA
KY002904	Russia
DQ010127	Russia
DQ010130	Russia
DQ010129	Russia
n14571457	USA
KF831537	Canada
n14641464	South Korea
n14911491	South Korea
n14921492	South Korea
n1495	South Korea
n14951495	South Korea
DQ076120	South Korea
DQ076119	South Korea
n1497	China
n1500	China
n15011501	China
MN384722	Russia
KM016900	China
n1504	China
n1506	China
KC465372	China
KY175229	China
n1512	Nigeria
n15491549	Cameroon
n15501550	Chad
EU853657	Chad
EU853655	Chad
FJ545679	Niger
DQ275561	Chad
EU853656	Chad
EU888720	Nigeria
EU888717	Nigeria
KF022169	Nigeria
KF022171	Nigeria
KF022172	Nigeria
KF022192	Nigeria
KF022190	Nigeria
n15621562	Nigeria
KJ921998	Nigeria
n15651565	Mauritania
n1590	Mauritania
n16131613	Niger
HM368125	Ghana
HM368097	Ghana
HM368153	Ghana
HM368151	Ghana
HM368102	Ghana
HM368118	Ghana
HM368146	Ghana
HM368132	Ghana
HM368131	Ghana
HM368140	Ghana
HM368122	Ghana
HM368139	Ghana
HM368126	Ghana
n1631	Ghana
HM368091	Ghana
HM368093	Ghana
HM368124	Ghana
HM368098	Ghana
HM368152	Ghana
HM368127	Ghana
n1636	Central African Republic
n16361636	Central African Republic
n1637	Central African Republic
n16371637	Central African Republic
KF734738	Central African Republic
KF734681	Central African Republic
KF734736	Central African Republic
KF734699	Central African Republic
KF734706	Central African Republic
KF734716	Central African Republic
KF734720	Central African Republic
KF734700	Central African Republic
KF734715	Central African Republic
KF734728	Central African Republic
KF734704	Central African Republic
KF734721	Central African Republic
KF734687	Central African Republic
KF734714	Central African Republic
KF734686	Central African Republic
KF734722	Central African Republic
KF734708	Central African Republic
KF734688	Central African Republic
KF734698	Central African Republic
KF734727	Central African Republic
KF734723	Central African Republic
KF734725	Central African Republic
KF734682	Central African Republic
KF734712	Central African Republic
KF734718	Central African Republic
KF734697	Central African Republic
KF734707	Central African Republic
KF734678	Central African Republic
n1642	Guinea
EU853594	Guinea
KU055552	Guinea
FJ545660	Sierra Leone
n16491649	Philippines
n1774	Philippines
n17781778	Philippines
n17841784	Philippines
n17891789	Philippines
n17921792	Philippines
n17941794	Philippines
n17951795	Philippines
AB683613	Philippines
AB683611	Philippines
AB683647	Philippines
n17991799	China
n18301830	China
n18571857	China
n1870	China
n1873	China
FJ032318	China
n18761876	Taiwan
n1902	Taiwan
KF544965	Taiwan
KF544964	Taiwan
n19101910	Taiwan
n1912	Taiwan
KP860181	Taiwan
KP860162	Taiwan
n19151915	Taiwan
n19161916	Taiwan
KP881357	Taiwan
KP860189	Taiwan
MH481059	Taiwan
MH481072	Taiwan
KP860227	Taiwan
KP860210	Taiwan
KP860209	Taiwan
n1924	Thailand
n19931993	Thailand
n1996	Laos
n19991999	Thailand
n20052005	Cambodia
n2009	Thailand
n20112011	Thailand
KU055545	Thailand
n20122012	Thailand
LC071936	Thailand
EU086129	Myanmar
EU086165	Myanmar
EU086166	Myanmar
KX148248	Myanmar
JQ040610	China
JX276405	China
JX276383	China
JQ730682	China
n2018	China
EU275243	China
n2023	China
n21752175	China
n2258	China
n2291	China
n22982298	China
EU086173	China
KJ776466	China
KJ776464	China
n23022302	China
n23132313	China
n2319	Indonesia
JX462621	Indonesia
JX462626	Indonesia
JX462620	Indonesia
JX462622	Indonesia
JX462618	Indonesia
JX462629	Indonesia
JX462630	Indonesia
JX462627	Indonesia
n2324	Indonesia
JX462642	Indonesia
JX462643	Indonesia
KU055512	Indonesia
EU086192	Indonesia
EU086151	Indonesia
KX148266	Indonesia
JX462636	Indonesia
JX462635	Indonesia
n2330	China
KT221095	China
KT221097	China
KT221094	China
GU186396	China
KT221112	China
n2340	Sri Lanka
n23522352	Sri Lanka
n2356	Sri Lanka
n23602360	Sri Lanka
n2365	Sri Lanka
n2366	Sri Lanka
n2367	Sri Lanka
n2369	Sri Lanka
n2370	Sri Lanka
AB817133	Sri Lanka
n23712371	Sri Lanka
LC110294	Sri Lanka
n23732373	Sri Lanka
LC110307	Sri Lanka
n2378	India
n2381	India
n23832383	India
MT826961	India
n2386	India
MT826956	India
GU731662	India
GU731661	India
MH258802	India
MH258803	India
MH258815	India
KC792204	India
KF150733	India
n5	China
n5	Iraq
n5	Poland
n5	Russia
n5	Serbia
n5	USA
n5	Zambia
n454	China
n454	Iraq
n454	Madagascar
n454	Morocco
n454	Russia
n454	Sudan
n454	Tunisia
n454	USA
n454	Zambia
n786	USA
n827827	France
n838	Peru
KF831540	Peru
EU530729	Peru
FJ228501	Peru
n848848	Brazil
n872	Brazil
n875875	Brazil
n897897	Brazil
n901	Mexico
n978978	Mexico
n978978	USA
JF972390	China
JF972385	China
KX708501	Mexico
KX708499	Mexico
n10151015	USA
n1021	USA
n1023	USA
n1024	USA
KC791803	USA
KC791802	USA
n1028	Egypt
n1031	Egypt
n1035	Egypt
DQ837461	Egypt
DQ837463	Egypt
n10361036	Egypt
MT036069	Egypt
MT684781	Egypt
MT684779	Egypt
n1043	South Africa
FJ392383	South Africa
n1053	South Africa
n10601060	South Africa
n1064	South Africa
n1065	South Africa
DQ194899	South Africa
FJ392379	South Africa
n1069	South Africa
FJ392390	South Africa
n10741074	Zimbabwe
n1076	Zimbabwe
n1078	Zimbabwe
n10781078	Zimbabwe
n1080	South Africa
FJ392372	South Africa
FJ392392	Namibia
FJ392382	South Africa
FJ465403	South Africa
FJ465392	South Africa
n10871087	India
n12311231	Bhutan
n1243	India
n12431243	India
n12451245	India
MF414583	India
n12471247	Afghanistan
n12531253	Afghanistan
n1255	Afghanistan
n1256	Afghanistan
n12571257	Afghanistan
n12571257	Pakistan
n1260	India
n12621262	Afghanistan
n12621262	Pakistan
KX434518	India
KX434517	India
n12641264	Afghanistan
n1267	Afghanistan
n1268	Afghanistan
n12681268	Pakistan
n12711271	Nepal
n12771277	Nepal
JX987738	Nepal
JX987741	Nepal
JX944598	Nepal
JX944602	Nepal
JX987722	Nepal
JX944579	Nepal
JX944573	Nepal
JX944596	Nepal
JX944600	Nepal
JX987743	Nepal
n1280	Nepal
AY854598	Nepal
KU739036	Italy
JX944584	Nepal
KC792232	Nepal
HQ913570	Nepal
n1286	Greenland
n14321432	Greenland
n14331433	Greenland
n14391439	Canada
n14411441	Canada
n14491449	Greenland
DQ521213	Greenland
JN258503	Greenland
JN258468	Canada
DQ010141	Greenland
DQ010135	Greenland
JN258502	Greenland
JN258501	Greenland
n14521452	Russia
KY002907	Russia
KY002908	Russia
n14541454	Russia
KY002905	Russia
KY002906	Russia
JN258434	Canada
JN258437	Canada
JN258457	Canada
JN258431	USA
n1458	USA
JN258424	USA
JN258430	USA
JN258426	USA
JN258427	USA
JN258420	USA
MN233882	USA
JN258432	USA
n1465	South Korea
n14811481	South Korea
n14871487	South Korea
n1491	South Korea
KJ476821	South Korea
DQ076099	South Korea
DQ076131	South Korea
n1493	South Korea
n14941494	South Korea
DQ076122	South Korea
DQ076121	South Korea
DQ076105	South Korea
DQ076123	South Korea
n14971497	China
n1499	China
n14991499	China
n15001500	China
KY860613	Russia
KM016898	China
MN642581	China
n15041504	China
KY964323	China
KY952219	China
KY912036	China
n15121512	Nigeria
KF022186	Nigeria
FJ545675	Cameroon
FJ545671	Cameroon
KT119773	Cameroon
KX148243	Cameroon
n1551	Chad
EU853654	Niger
n1563	Nigeria
KJ922001	Nigeria
KJ922002	Nigeria
n1566	Mauritania
n15881588	Cote d'Ivoire
n15901590	Mauritania
n1606	Mauritania
n1614	Niger
EU853650	Niger
HM368154	Ghana
HM368111	Ghana
FJ545662	Central African Republic
KT119755	Central African Republic
EU853651	Central African Republic
KT119754	Central African Republic
KF734710	Central African Republic
KF734709	Central African Republic
KF734705	Central African Republic
KF734703	Central African Republic
n16421642	Guinea
MK471250	Guinea
n1650	Philippines
n1765	Philippines
n17741774	Philippines
n1776	Philippines
n1779	Philippines
n17801780	Philippines
n1782	Philippines
n17821782	Philippines
n1784	Philippines
n1785	Philippines
n17881788	Philippines
n1790	Philippines
AB683643	Philippines
LC018585	Philippines
LC018584	Philippines
n1795	Philippines
AB683609	Philippines
AB683648	Philippines
n1796	Philippines
AB683649	Philippines
n1800	China
n1826	China
n1831	China
n1847	China
n1858	China
n1866	China
n1869	China
n18701870	China
n1871	China
JN936788	China
JQ040609	China
FJ719756	China
n18731873	China
KU055585	China
JQ040592	China
JN974873	China
JN974871	China
KU946961	China
KC465375	China
JN974847	China
JN974831	China
JN974854	China
KC465374	China
JN974872	China
n1877	Taiwan
n1890	Taiwan
n19021902	Taiwan
n19061906	Taiwan
n1911	Taiwan
n19111911	Taiwan
n19121912	Taiwan
KP860178	Taiwan
n1916	Taiwan
MH481062	Taiwan
MH481071	Taiwan
KF501174	Taiwan
MH481073	Taiwan
KP860231	Taiwan
MH481076	Taiwan
MH481069	Taiwan
KP860232	Taiwan
n1917	Taiwan
MH481066	Taiwan
MH481077	Taiwan
n19241924	Thailand
n19921992	Thailand
n1994	Thailand
n19941994	Laos
n19961996	Laos
n1998	Laos
n2000	Thailand
n20032003	Thailand
n2006	Cambodia
KU055596	Cambodia
n20092009	Thailand
n2011	Thailand
HQ232301	Thailand
DQ275537	Thailand
KY678613	Thailand
KY678624	Thailand
KY678621	Thailand
EU004787	China
EU004769	China
n20232023	China
n21502150	China
JN974837	China
n2176	China
n22522252	China
n22582258	China
n22842284	China
n22912291	China
JN974830	China
n2299	China
KC465368	China
MK124742	China
MN510458	China
JN974874	China
n2303	China
n23122312	China
n2314	China
KP319231	China
JQ768454	Indonesia
JQ768453	Indonesia
JQ768455	Indonesia
JX462641	Indonesia
JX462640	Indonesia
KT221100	China
KT221093	China
n23402340	Sri Lanka
n2352	Sri Lanka
n2353	Sri Lanka
n23552355	Sri Lanka
